version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 607487649814 eni-08f7e684224b548a7 - - - - - - - 1642052064 1642052095 - NODATA
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 80 65172 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 65172 80 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 443 59633 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 59633 443 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 64453 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 64453 443 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 80 59894 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 59894 80 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 80 59982 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 59982 80 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 59318 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 59318 443 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 80 65236 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 65236 80 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 80 63330 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 63330 80 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 80 28547 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 28547 80 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 80 27340 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 27340 80 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 64462 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 64462 443 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 443 63307 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 63307 443 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 29388 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 29388 443 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 443 59555 6 3 164 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 59555 443 6 5 291 1642052013 1642052072 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 63108 6 3 164 1642052013 1642052072 ACCEPT OK
